INCIDENT_ID;DATE;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;X_13;X_14;X_15;MULTIPLE_OFFENSE
CR_40339;1-nov-96;0;45;45;10;3;1;0;1;2;1;0;1;34;80;34;1
CR_47151;21-jul-97;1;36;34;2;1;15;10;1;5;1;249;1;92;29;34;1
CR_182739;2-may-16;0;37;37;0;0;8;3;0;5;1;325;1;92;142;34;1
CR_49233;26-JAN-98;1;4;4;6;5;11;17;1;6;2;174;2;103;103;34;1
CR_99180;12-may-04;0;9;10;7;3;3;5;2;2;1;0;1;72;29;34;1
CR_161305;16-sep-13;0;4;4;6;5;6;4;1;6;1;316;1;72;80;34;1
CR_93459;11-AUG-03;0;24;24;0;0;6;4;1;5;1;174;0;92;87;34;1
CR_28800;27-mar-95;0;30;35;7;3;4;2;2;2;1;0;1;42;142;34;1
CR_165862;04-DEC-13;0;42;42;7;3;5;6;1;2;2;316;2;103;142;34;1
CR_151765;29-sep-11;0;31;36;9;0;6;4;0;5;1;249;1;112;142;34;1
CR_106;05-AUG-91;1;5;5;3;5;15;10;4;6;3;249;3;72;29;34;1
CR_171128;9-may-14;0;37;37;0;0;2;7;1;6;1;249;1;72;29;34;1
CR_52288;04-APR-98;1;22;22;7;3;15;10;1;6;1;174;0;72;29;48;1
CR_194991;30-APR-18;0;24;24;0;0;2;7;1;2;1;316;1;111;29;34;1
CR_98323;23-oct-04;0;4;4;6;5;5;6;0;5;2;174;2;103;29;34;1
CR_64100;28-APR-99;0;49;49;6;5;5;6;0;5;1;174;1;103;29;34;1
CR_81327;12-APR-01;0;46;46;3;5;4;2;1;6;1;249;1;92;80;34;1
CR_151866;30-jul-11;0;33;32;2;1;7;1;1;6;1;316;1;12;62;34;1
CR_56132;23-may-98;0;46;46;3;5;7;1;0;5;1;174;1;103;130;34;1
CR_184715;5-oct-17;0;3;2;3;5;1;0;2;5;1;316;1;111;62;34;1
CR_65953;9-nov-00;0;4;4;6;5;4;2;0;5;3;174;3;103;87;34;1
CR_91912;20-jul-03;0;9;10;7;3;5;6;1;5;2;249;2;103;119;34;1
CR_99291;22-oct-04;0;15;14;3;5;4;2;1;5;1;249;0;103;93;34;1
CR_37934;23-mar-96;0;33;32;2;1;6;4;0;5;1;174;0;112;93;43;1
CR_104526;24-mar-04;0;51;50;7;3;6;4;0;5;1;74;0;113;29;0;1
CR_134680;21-AUG-08;0;49;49;6;5;6;4;1;6;2;0;2;72;29;34;1
CR_170730;6-feb-14;1;36;34;2;1;15;10;1;5;1;174;0;92;93;43;1
CR_100750;17-DEC-04;0;24;24;0;0;6;4;0;5;2;316;0;72;142;34;1
CR_14949;20-DEC-93;0;33;32;2;1;6;4;0;5;1;249;1;92;29;34;1
CR_117948;05-AUG-06;0;37;37;0;0;2;7;2;5;2;316;2;34;130;34;1
CR_1953;5-jul-91;0;33;32;2;1;6;4;1;6;1;249;1;92;29;34;1
CR_144319;17-nov-10;1;22;22;7;3;15;10;0;5;1;174;0;72;93;23;1
CR_140676;24-JAN-09;1;43;43;9;0;13;18;1;6;1;316;1;12;25;34;1
CR_24239;26-DEC-94;0;49;49;6;5;7;1;2;6;1;0;1;72;14;34;1
CR_12717;10-sep-93;0;16;15;0;0;5;6;1;2;2;69;1;69;142;9;0
CR_176526;11-sep-15;1;36;34;2;1;15;10;1;5;1;174;0;92;93;43;1
CR_197067;14-DEC-18;0;39;39;6;5;4;2;0;5;1;174;0;112;93;0;1
CR_126717;25-sep-07;0;47;48;7;3;5;6;1;6;1;249;1;72;29;34;1
CR_42584;18-APR-97;0;4;4;6;5;2;7;1;6;1;316;1;72;62;34;1
CR_22138;29-may-94;0;36;34;2;1;1;0;0;5;1;249;1;92;29;34;1
CR_88055;27-oct-02;0;37;37;0;0;3;5;1;5;2;263;2;72;142;34;0
CR_156598;30-may-12;0;21;23;4;1;7;1;0;5;1;316;1;112;29;34;1
CR_15034;26-JAN-93;0;33;32;2;1;5;6;1;2;2;249;2;72;80;34;1
CR_77881;30-JAN-01;0;25;25;9;0;3;5;3;2;1;316;1;103;62;34;1
CR_31627;14-nov-95;0;45;45;10;3;1;0;4;6;1;174;0;98;107;43;1
CR_117921;9-feb-06;0;37;37;0;0;2;7;1;5;1;303;1;12;80;34;1
CR_46960;9-jun-97;0;36;34;2;1;1;0;1;6;2;174;1;103;93;36;0
CR_176587;09-AUG-15;0;37;37;0;0;7;1;1;6;1;208;0;72;136;48;1
CR_77897;3-may-01;0;25;25;9;0;6;4;1;2;2;316;2;103;93;34;1
CR_102935;20-mar-04;0;37;37;0;0;2;7;1;5;1;249;0;103;62;34;1
CR_51524;08-AUG-98;0;16;15;0;0;4;2;1;6;2;263;2;103;29;34;0
CR_60207;19-jul-99;0;21;23;4;1;2;7;0;5;1;249;1;92;29;34;1
CR_54049;2-sep-98;0;33;32;2;1;7;1;1;6;1;249;1;59;130;34;1
CR_133932;26-sep-08;0;44;44;1;3;7;1;1;5;1;174;0;59;29;23;1
CR_29158;14-DEC-95;0;33;32;2;1;8;3;1;6;1;249;1;103;29;34;1
CR_132619;01-JAN-08;0;36;34;2;1;1;0;0;5;1;316;1;103;93;34;1
CR_152806;03-JAN-11;1;36;34;2;1;15;10;1;6;1;316;1;92;87;34;1
CR_127524;12-nov-08;1;4;4;6;5;15;10;0;5;1;174;1;112;93;34;1
CR_193408;11-jun-18;1;9;10;7;3;15;10;1;6;1;174;;116;14;0;1
CR_150579;3-nov-11;0;21;23;4;1;7;1;1;6;1;249;1;98;62;34;1
CR_15713;29-sep-93;1;36;34;2;1;15;10;0;5;1;174;0;92;29;48;1
CR_56128;16-may-98;0;46;46;3;5;4;2;1;1;1;316;1;92;29;34;1
CR_177000;30-oct-15;0;38;38;10;3;5;6;3;6;2;249;2;103;29;34;1
CR_44229;25-oct-97;0;21;23;4;1;7;1;0;5;1;174;0;67;93;43;1
CR_25731;9-feb-95;0;4;4;6;5;5;6;2;5;1;174;1;116;80;34;1
CR_117750;19-APR-06;0;37;37;0;0;5;6;1;2;1;316;1;103;130;34;1
CR_190144;6-jun-17;1;38;38;10;3;12;16;1;2;1;0;1;87;142;34;1
CR_176193;28-feb-15;0;36;34;2;1;1;0;1;5;1;174;0;92;87;43;1
CR_125757;05-AUG-07;0;41;41;4;1;4;2;0;5;1;74;1;113;0;34;1
CR_121007;27-jun-07;1;4;4;6;5;15;10;0;5;1;249;1;112;103;34;1
CR_76937;21-oct-01;0;21;23;4;1;2;7;0;5;1;174;1;109;87;34;1
CR_87467;12-APR-02;0;36;34;2;1;1;0;3;1;1;316;1;92;93;34;1
CR_162208;13-sep-13;5;6;6;4;1;10;15;0;5;1;249;1;34;130;34;1
CR_177164;06-APR-15;0;40;40;2;1;3;5;2;6;1;249;1;72;29;34;1
CR_172219;26-sep-14;0;49;49;6;5;5;6;0;5;1;249;1;18;87;34;1
CR_178593;28-AUG-16;0;4;4;6;5;2;7;1;2;1;277;1;72;142;34;1
CR_123968;7-nov-07;0;33;32;2;1;6;4;2;6;1;249;1;103;29;34;1
CR_11292;12-jul-93;0;3;2;3;5;8;3;2;6;1;174;0;116;80;0;1
CR_105931;11-JAN-05;0;4;4;6;5;2;7;0;5;1;174;0;112;14;23;1
CR_96566;16-APR-03;0;47;48;7;3;4;2;1;5;1;316;0;72;25;34;1
CR_190269;26-may-17;0;39;39;6;5;2;7;1;6;1;249;1;2;119;34;1
CR_79956;25-jun-01;0;37;37;0;0;4;2;0;5;2;206;0;103;29;34;0
CR_113814;22-nov-06;0;7;8;7;3;2;7;0;5;1;174;0;24;62;0;1
CR_47536;25-nov-97;0;37;37;0;0;2;7;0;5;1;174;1;112;130;34;1
CR_155258;16-sep-12;0;4;4;6;5;1;0;1;6;1;316;1;98;93;34;1
CR_133711;26-APR-08;1;42;42;7;3;15;10;1;2;3;0;3;92;142;34;1
CR_103891;27-sep-04;0;45;45;10;3;1;0;0;5;4;128;2;103;29;34;0
CR_196593;03-DEC-18;5;36;34;2;1;13;18;1;6;1;316;1;92;29;34;1
CR_36056;18-mar-96;0;21;23;4;1;4;2;0;5;1;174;1;103;80;34;1
CR_49621;01-DEC-98;0;4;4;6;5;1;0;1;6;1;249;1;103;29;34;1
CR_30199;18-nov-95;0;36;34;2;1;1;0;0;5;1;174;0;18;93;46;1
CR_91907;13-mar-03;1;9;10;7;3;16;12;1;2;1;316;1;72;142;34;1
CR_148573;8-oct-11;1;4;4;6;5;15;10;1;6;1;316;1;87;107;34;1
CR_177823;20-nov-15;0;47;48;7;3;4;2;3;6;1;127;0;103;142;0;1
CR_3010;3-may-91;0;36;34;2;1;1;0;0;5;1;249;1;92;93;34;1
CR_105842;28-nov-05;0;4;4;6;5;5;6;1;2;1;0;1;98;103;34;1
CR_179349;2-feb-16;0;4;4;6;5;5;6;3;3;1;174;1;110;93;34;1
CR_172090;27-feb-14;0;49;49;6;5;5;6;0;5;2;127;2;103;142;34;1
CR_14948;29-oct-93;0;33;32;2;1;6;4;0;5;1;249;1;103;29;34;1
CR_104432;1-sep-04;0;49;49;6;5;4;2;0;5;1;249;1;103;29;34;1
CR_77147;07-AUG-01;1;22;22;7;3;15;10;0;5;1;174;0;24;29;23;1
CR_193176;3-oct-18;0;7;8;7;3;2;7;1;2;1;249;1;72;62;34;1
CR_183359;19-DEC-16;0;40;40;2;1;1;0;0;5;1;102;1;103;62;34;1
CR_188454;22-jul-17;0;28;28;3;5;6;4;1;6;1;316;1;12;139;34;1
CR_131852;2-nov-08;0;33;32;2;1;8;3;0;5;1;249;1;98;62;34;1
CR_13108;6-jul-93;0;16;15;0;0;1;0;6;2;1;0;1;72;62;34;1
CR_11997;26-feb-93;1;9;10;7;3;15;10;1;2;1;249;1;112;142;34;1
CR_43928;13-DEC-97;0;18;18;9;0;3;5;1;6;1;316;1;12;29;34;1
CR_126852;31-oct-07;0;49;49;6;5;6;4;0;5;1;174;0;72;133;46;1
CR_105684;5-jun-05;0;4;4;6;5;3;5;0;5;1;102;0;18;138;46;1
CR_196410;15-sep-18;0;36;34;2;1;1;0;1;2;1;316;1;92;103;34;1
CR_134461;1-jun-08;1;47;48;7;3;12;16;1;6;4;316;4;103;29;34;1
CR_19321;22-mar-94;0;6;6;4;1;4;2;1;6;1;249;1;34;29;34;1
CR_33202;12-jul-96;0;4;4;6;5;1;0;1;1;1;249;1;89;29;34;1
CR_40259;29-mar-96;0;45;45;10;3;2;7;0;5;1;174;0;98;29;43;1
CR_152842;16-oct-11;1;36;34;2;1;15;10;1;2;1;316;1;92;142;34;1
CR_125917;20-may-07;0;43;43;9;0;4;2;0;5;1;316;1;103;130;34;1
CR_7275;3-mar-92;0;33;32;2;1;6;4;0;5;2;249;2;103;130;34;1
CR_149364;28-jun-11;1;4;4;6;5;15;10;0;5;2;174;2;103;107;34;1
CR_118822;26-mar-06;0;45;45;10;3;1;0;10;2;2;0;2;103;142;34;1
CR_181527;30-nov-16;0;26;27;9;0;3;5;0;5;5;174;5;31;29;34;1
CR_129585;30-nov-08;1;17;16;0;0;15;10;3;6;1;0;1;92;29;34;1
CR_34886;14-APR-96;1;9;10;7;3;15;10;1;6;4;0;4;103;130;34;1
CR_41550;1-mar-97;0;4;4;6;5;1;0;2;3;1;174;1;72;62;34;1
CR_86596;19-may-02;0;33;32;2;1;8;3;2;6;1;249;1;92;87;34;1
CR_198689;31-mar-18;0;50;51;0;0;7;1;1;6;1;316;1;12;62;34;1
CR_123802;23-may-07;1;31;36;9;0;13;18;0;5;1;174;1;98;142;34;1
CR_58776;11-feb-99;0;5;5;3;5;5;6;2;6;1;249;1;72;0;34;1
CR_9835;12-mar-92;0;39;39;6;5;3;5;6;2;1;316;1;72;119;34;1
CR_78304;1-feb-01;0;33;32;2;1;7;1;0;5;1;249;1;103;14;34;1
CR_140227;2-may-09;0;37;37;0;0;7;1;1;6;1;249;1;103;136;34;1
CR_101085;1-nov-04;7;25;25;9;0;9;8;1;5;1;249;1;112;93;34;1
CR_19815;12-JAN-94;0;16;15;0;0;1;0;1;2;1;316;1;116;142;34;1
CR_60630;16-AUG-99;0;24;24;0;0;8;3;0;5;1;174;1;72;29;34;1
CR_182117;15-oct-16;0;35;30;3;5;1;0;1;6;1;174;1;103;34;34;1
CR_161666;30-jul-13;7;4;4;6;5;9;8;0;5;1;174;1;110;29;34;1
CR_185897;27-DEC-17;0;5;5;3;5;2;7;1;2;1;0;1;103;107;34;1
CR_577;6-nov-91;0;16;15;0;0;1;0;1;6;1;249;1;18;93;34;1
CR_91635;20-jun-03;0;6;6;4;1;7;1;0;5;2;179;1;103;29;34;0
CR_161375;30-jun-13;0;4;4;6;5;1;0;1;2;1;0;1;72;62;34;1
CR_89083;24-jun-02;1;47;48;7;3;16;12;0;5;1;74;0;103;142;34;1
CR_70579;13-jul-00;1;37;37;0;0;15;10;1;6;1;249;1;103;29;34;1
CR_79075;01-JAN-01;0;35;30;3;5;1;0;1;6;1;316;1;112;62;34;1
CR_39655;23-JAN-96;0;39;39;6;5;3;5;2;6;1;249;1;72;62;34;1
CR_64384;11-jul-99;0;51;50;7;3;6;4;0;5;1;174;1;103;0;34;1
CR_71696;17-JAN-00;0;45;45;10;3;1;0;5;6;2;0;2;72;107;34;1
CR_174077;10-jul-15;0;17;16;0;0;5;6;1;6;1;249;1;113;29;34;1
CR_117011;30-DEC-06;0;34;33;3;5;2;7;1;6;2;316;2;109;103;34;1
CR_15160;9-may-93;0;33;32;2;1;9;8;1;6;1;249;1;92;93;34;1
CR_85083;15-AUG-02;0;21;23;4;1;6;4;3;5;1;316;0;72;29;34;1
CR_55039;16-feb-98;0;37;37;0;0;7;1;0;5;1;249;1;103;29;34;1
CR_39628;7-nov-96;0;39;39;6;5;4;2;1;6;2;249;2;72;62;34;1
CR_143285;31-oct-10;0;7;8;7;3;2;7;5;2;1;316;1;72;62;34;1
CR_88468;10-mar-02;0;44;44;1;3;2;7;2;6;2;0;0;72;62;34;1
CR_141446;28-sep-09;0;49;49;6;5;7;1;0;5;1;174;0;59;29;0;1
CR_105411;11-APR-05;0;4;4;6;5;1;0;0;5;1;174;0;92;29;0;1
CR_80153;07-AUG-01;0;37;37;0;0;2;7;1;2;1;249;1;103;142;34;1
CR_39444;8-feb-96;0;37;37;0;0;2;7;11;5;1;174;0;72;62;43;1
CR_75491;19-sep-01;0;9;10;7;3;5;6;1;5;1;249;1;98;130;34;1
CR_9312;6-nov-92;7;36;34;2;1;9;8;0;5;1;249;1;92;62;34;1
CR_36651;23-nov-96;1;24;24;0;0;16;12;0;5;1;102;1;103;80;34;1
CR_110759;7-jul-05;0;40;40;2;1;8;3;1;6;1;249;1;103;29;34;1
CR_37816;14-mar-96;0;33;32;2;1;7;1;1;6;1;249;1;103;29;34;1
CR_187397;10-nov-17;0;21;23;4;1;2;7;1;2;1;249;1;109;80;34;1
CR_60296;08-DEC-99;0;21;23;4;1;7;1;1;6;1;249;1;92;29;34;1
CR_174244;16-jul-15;0;19;19;1;3;3;5;1;6;1;249;1;92;29;34;1
CR_50506;1-sep-98;0;4;4;6;5;2;7;1;1;3;316;3;2;29;34;1
CR_59159;7-mar-99;0;9;10;7;3;5;6;1;6;1;0;1;72;107;34;1
CR_139886;12-jun-09;1;36;34;2;1;15;10;0;5;2;174;0;92;62;43;1
CR_9449;6-may-92;0;37;37;0;0;3;5;1;6;1;249;1;72;29;34;1
CR_158089;8-feb-12;0;33;32;2;1;6;4;0;5;1;249;1;112;103;34;1
CR_74265;7-oct-01;1;4;4;6;5;15;10;1;2;1;249;1;89;130;34;1
CR_148687;01-JAN-11;0;4;4;6;5;1;0;0;5;1;174;1;103;29;34;1
CR_148384;29-APR-11;0;3;2;3;5;4;2;2;6;1;249;1;72;29;34;1
CR_65852;4-sep-00;0;4;4;6;5;3;5;1;2;1;303;1;72;62;34;1
CR_153134;9-jun-11;0;37;37;0;0;2;7;1;6;1;249;1;34;87;34;1
CR_150982;01-DEC-11;0;24;24;0;0;6;4;0;5;2;179;1;92;119;9;0
CR_73993;22-sep-01;0;4;4;6;5;4;2;1;6;3;174;3;103;29;34;1
CR_130112;19-may-08;0;21;23;4;1;2;7;1;6;2;174;2;72;80;34;1
CR_36502;22-JAN-96;5;23;21;4;1;13;18;1;6;1;249;1;103;133;34;1
CR_149408;14-oct-11;0;4;4;6;5;4;2;0;5;1;174;0;97;29;23;1
CR_139721;18-may-09;0;36;34;2;1;1;0;4;3;1;303;1;92;62;36;0
CR_189601;19-jun-17;3;36;34;2;1;9;8;1;5;1;174;;92;29;43;1
CR_11424;25-jul-93;0;4;4;6;5;2;7;1;6;1;316;1;92;62;34;1
CR_75692;28-feb-01;0;9;10;7;3;5;6;1;5;1;174;0;92;93;43;1
CR_5130;11-nov-92;7;8;7;7;3;9;8;0;5;1;249;1;112;62;34;1
CR_97820;28-jul-04;0;4;4;6;5;1;0;0;5;1;249;1;24;29;34;1
CR_165343;17-mar-13;0;37;37;0;0;6;4;0;5;4;174;1;18;29;9;0
CR_152086;1-jul-11;0;33;32;2;1;7;1;1;6;1;249;1;72;29;34;1
CR_182134;23-AUG-16;0;35;30;3;5;3;5;0;5;1;249;1;103;29;34;1
CR_175225;28-jul-15;0;25;25;9;0;6;4;1;5;2;249;2;72;29;34;1
CR_182169;23-jul-16;1;36;34;2;1;15;10;2;3;1;174;0;92;87;0;1
CR_15005;27-JAN-93;0;33;32;2;1;6;4;1;6;1;249;1;72;29;34;1
CR_75227;19-sep-01;0;5;5;3;5;4;2;0;5;1;249;1;18;87;34;1
CR_169970;23-oct-14;0;33;32;2;1;7;1;1;6;1;249;1;59;29;34;1
CR_148211;7-nov-11;0;2;3;10;3;7;1;1;2;1;316;1;103;29;34;1
CR_66767;21-APR-00;0;6;6;4;1;5;6;1;6;2;249;2;103;29;34;1
CR_76147;12-jul-01;1;17;16;0;0;15;10;2;2;2;249;2;92;142;34;1
CR_151197;11-oct-11;0;24;24;0;0;5;6;4;3;1;249;1;103;80;34;1
CR_77138;28-APR-01;1;22;22;7;3;15;10;1;6;1;174;1;103;29;34;1
CR_42863;11-DEC-97;7;4;4;6;5;9;8;2;3;2;43;1;112;62;34;0
CR_172661;22-oct-15;0;3;2;3;5;1;0;0;5;4;174;4;103;93;34;1
CR_118490;4-may-06;0;44;44;1;3;4;2;0;5;1;174;1;98;93;34;1
CR_183188;10-JAN-16;0;38;38;10;3;2;7;1;6;1;249;1;34;29;34;1
CR_82132;30-APR-02;0;0;1;6;5;3;5;2;5;1;249;1;72;62;34;1
CR_52622;30-JAN-98;1;24;24;0;0;16;12;0;5;1;174;0;18;87;46;1
CR_46236;24-mar-97;0;33;32;2;1;8;3;0;5;1;174;0;112;93;43;1
CR_72717;29-sep-01;0;3;2;3;5;1;0;0;5;1;249;1;98;62;34;1
CR_196256;15-APR-18;0;36;34;2;1;1;0;1;2;1;316;1;92;93;34;1
CR_45185;16-APR-97;0;24;24;0;0;8;3;3;6;1;249;1;72;130;34;1
CR_3301;15-JAN-91;7;36;34;2;1;9;8;0;5;1;174;0;92;93;48;1
CR_30940;12-sep-95;0;39;39;6;5;3;5;1;6;1;0;1;12;103;34;1
CR_177384;26-JAN-15;1;44;44;1;3;15;10;1;2;1;249;1;59;130;34;1
CR_158137;23-AUG-12;0;33;32;2;1;6;4;0;5;1;249;1;113;29;34;1
CR_88068;4-nov-02;0;37;37;0;0;3;5;1;6;1;316;1;72;29;34;1
CR_141197;15-jun-09;0;47;48;7;3;4;2;1;6;2;249;2;72;29;34;1
CR_154496;11-feb-12;0;3;2;3;5;1;0;1;6;1;316;1;92;29;34;1
CR_165142;25-jun-13;0;36;34;2;1;6;4;1;2;1;0;1;92;80;34;1
CR_121966;29-mar-07;0;17;16;0;0;5;6;2;6;1;174;1;103;29;34;1
CR_158115;5-may-12;0;33;32;2;1;7;1;1;5;2;249;2;98;29;34;1
CR_94372;27-mar-03;0;33;32;2;1;5;6;2;6;1;316;1;112;87;34;1
CR_168775;9-jun-14;0;21;23;4;1;7;1;0;5;1;277;1;103;140;34;1
CR_175845;21-sep-15;0;33;32;2;1;4;2;1;6;1;249;1;103;93;34;1
CR_129300;4-may-08;1;9;10;7;3;15;10;1;6;1;0;1;103;142;34;1
CR_53316;6-jul-98;0;26;27;9;0;3;5;1;6;4;249;4;103;130;34;1
CR_194433;4-feb-18;0;21;23;4;1;2;7;1;6;2;263;1;12;62;34;0
CR_173949;16-oct-15;1;15;14;3;5;12;16;0;5;1;174;0;59;130;23;1
CR_77490;24-feb-01;0;24;24;0;0;5;6;1;6;1;249;1;72;29;34;1
CR_4408;12-AUG-91;0;49;49;6;5;2;7;1;2;1;316;1;67;14;34;1
CR_19399;29-jul-94;0;9;10;7;3;8;3;1;6;3;0;3;98;119;34;1
CR_127724;5-may-08;0;4;4;6;5;1;0;0;5;1;249;1;59;80;34;1
CR_88660;10-APR-02;0;45;45;10;3;2;7;1;6;1;285;1;72;62;34;1
CR_35903;10-oct-96;0;21;23;4;1;2;7;2;6;2;174;2;103;29;34;1
CR_4785;31-may-92;0;5;5;3;5;4;2;0;5;1;0;1;12;29;34;1
CR_119233;24-feb-06;7;47;48;7;3;9;8;0;5;1;174;0;112;29;50;1
CR_24247;2-sep-94;1;49;49;6;5;16;12;0;5;1;249;1;103;130;34;1
CR_13324;7-mar-93;0;21;23;4;1;5;6;0;5;1;174;0;54;93;48;1
CR_95494;3-jul-03;0;37;37;0;0;2;7;1;6;1;0;1;98;29;34;1
CR_125447;08-DEC-07;0;37;37;0;0;2;7;1;6;1;249;1;103;62;34;1
CR_196852;22-mar-18;0;37;37;0;0;3;5;1;2;1;325;1;111;142;34;1
CR_91705;31-oct-03;5;8;7;7;3;18;13;2;6;1;174;0;34;130;0;1
CR_155111;19-jul-12;0;4;4;6;5;3;5;0;5;1;174;0;18;133;46;1
CR_45624;4-jun-97;0;26;27;9;0;3;5;0;5;1;249;1;103;29;34;1
CR_111871;21-nov-05;0;50;51;0;0;2;7;1;2;1;303;1;72;0;34;1
CR_160557;03-AUG-12;0;49;49;6;5;5;6;0;5;1;174;0;18;29;0;1
CR_56107;30-AUG-98;0;46;46;3;5;5;6;1;6;1;249;1;59;133;34;1
CR_6163;14-may-92;0;21;23;4;1;2;7;2;2;1;316;1;92;142;34;1
CR_83438;12-jun-02;0;4;4;6;5;4;2;1;5;1;316;1;72;62;34;1
CR_144008;13-DEC-10;0;21;23;4;1;4;2;0;5;1;174;1;103;29;34;1
CR_164423;19-DEC-13;0;33;32;2;1;6;4;0;5;1;174;0;103;29;43;1
CR_156440;12-DEC-12;0;19;19;1;3;9;8;0;5;1;249;1;67;29;34;1
CR_164771;31-jul-13;0;36;34;2;1;4;2;1;2;1;0;1;92;87;34;1
CR_14578;1-nov-93;0;33;32;2;1;6;4;1;6;1;249;1;24;93;34;1
CR_84165;24-DEC-02;0;6;6;4;1;5;6;0;5;1;174;0;112;29;23;1
CR_190768;13-DEC-17;0;45;45;10;3;5;6;1;6;1;208;0;72;142;48;1
CR_78205;30-oct-01;0;31;36;9;0;6;4;1;6;1;0;0;12;6;34;1
CR_160818;7-oct-12;0;50;51;0;0;5;6;2;2;1;0;1;72;142;34;1
CR_24077;26-nov-94;1;49;49;6;5;15;10;1;6;1;249;1;116;14;34;1
CR_135609;23-APR-09;0;4;4;6;5;1;0;0;5;1;174;0;59;93;23;1
CR_193195;16-oct-18;0;7;8;7;3;2;7;2;3;1;316;1;72;140;34;1
CR_76060;15-sep-01;0;16;15;0;0;1;0;1;6;1;316;1;72;6;34;1
CR_91619;9-jun-03;0;6;6;4;1;6;4;1;6;1;249;0;98;62;34;1
CR_90719;06-JAN-03;1;4;4;6;5;15;10;1;6;1;249;1;103;29;34;1
CR_21001;31-jul-94;0;33;32;2;1;5;6;0;5;1;174;0;92;93;50;1
CR_156228;26-AUG-12;0;17;16;0;0;6;4;1;6;1;0;1;42;29;34;1
CR_160766;13-feb-12;1;50;51;0;0;16;12;1;6;1;162;0;59;142;23;1
CR_123669;12-AUG-07;0;28;28;3;5;5;6;2;6;1;316;1;103;29;34;1
CR_148043;3-feb-10;0;50;51;0;0;2;7;1;5;2;127;1;102;133;9;0
CR_101786;10-may-04;0;33;32;2;1;6;4;0;5;1;174;0;112;93;43;1
CR_166829;30-sep-13;0;51;50;7;3;8;3;1;6;1;127;1;103;142;34;1
CR_46317;14-sep-97;0;33;32;2;1;7;1;2;6;1;249;1;103;29;34;1
CR_9566;13-APR-92;0;38;38;10;3;3;5;0;5;1;174;0;24;119;0;1
CR_127310;13-may-08;0;3;2;3;5;1;0;1;6;1;316;1;72;80;34;1
CR_90087;5-sep-03;0;4;4;6;5;3;5;1;6;2;316;2;98;80;34;1
CR_105181;19-feb-05;0;4;4;6;5;7;1;1;6;6;179;3;109;142;34;0
CR_78862;3-nov-01;0;33;32;2;1;7;1;0;5;1;249;1;98;29;34;1
CR_171226;10-oct-14;0;37;37;0;0;2;7;3;6;1;249;1;72;29;34;1
CR_16734;12-sep-93;0;38;38;10;3;3;5;0;5;1;249;1;103;29;34;1
CR_133763;04-AUG-08;1;43;43;9;0;16;12;0;5;2;174;1;109;93;9;0
CR_46750;07-AUG-97;0;36;34;2;1;1;0;0;5;1;174;0;103;93;43;1
CR_69739;01-AUG-00;0;33;32;2;1;7;1;0;5;1;249;1;48;29;34;1
CR_185058;13-jun-17;0;4;4;6;5;1;0;1;6;1;249;1;72;130;34;1
CR_104608;5-nov-05;0;2;3;10;3;5;6;0;5;1;174;1;103;107;34;1
CR_813;28-may-91;1;22;22;7;3;15;10;1;6;1;316;1;72;119;34;1
CR_144472;10-jul-10;0;24;24;0;0;5;6;0;5;1;316;1;103;62;34;1
CR_196185;13-oct-18;0;36;34;2;1;5;6;1;5;1;316;1;92;29;34;1
CR_15746;16-feb-93;0;36;34;2;1;1;0;0;5;1;174;0;103;93;43;1
CR_167440;24-jul-14;0;4;4;6;5;1;0;1;5;1;249;1;48;93;34;1
CR_86412;29-sep-02;0;29;29;9;0;7;1;1;6;1;299;0;103;103;34;1
CR_25270;29-oct-95;0;4;4;6;5;1;0;2;2;1;303;1;98;80;34;1
CR_90189;1-feb-03;0;4;4;6;5;6;4;1;6;1;316;1;24;29;34;1
CR_109931;31-oct-05;1;36;34;2;1;15;10;0;5;1;174;0;103;93;43;1
CR_54352;4-nov-98;1;36;34;2;1;15;10;4;6;1;249;1;92;29;34;1
CR_138594;5-sep-09;0;29;29;9;0;3;5;1;2;1;0;1;103;142;34;1
CR_171566;25-oct-14;1;44;44;1;3;12;16;1;5;1;174;1;72;29;34;1
CR_124608;11-may-07;0;35;30;3;5;1;0;1;6;6;0;6;103;29;34;1
CR_35029;12-oct-96;1;15;14;3;5;16;12;0;5;1;174;0;103;133;46;1
CR_28181;2-jul-95;0;24;24;0;0;7;1;1;2;1;316;1;72;142;34;1
CR_66431;19-jun-00;0;4;4;6;5;2;7;2;2;1;316;1;109;136;34;1
CR_68787;29-sep-00;0;24;24;0;0;7;1;1;2;1;325;1;103;142;34;1
CR_16917;20-JAN-93;0;39;39;6;5;3;5;1;6;1;0;1;98;29;34;1
CR_126221;30-DEC-07;1;45;45;10;3;15;10;5;6;1;174;1;103;29;34;1
CR_190104;15-nov-17;0;37;37;0;0;2;7;1;6;1;249;1;103;115;34;1
CR_828;4-feb-91;1;22;22;7;3;15;10;1;6;1;174;1;103;29;34;1
CR_136025;29-jun-09;0;4;4;6;5;8;3;1;6;1;0;1;92;29;34;1
CR_148995;2-mar-11;1;4;4;6;5;15;10;1;6;1;0;1;103;29;34;1
CR_176155;25-mar-15;0;36;34;2;1;1;0;1;2;1;316;1;92;62;34;1
CR_21256;15-jul-94;0;33;32;2;1;7;1;0;5;1;174;0;103;130;43;1
